data_criacao_processo,numero_da_licitacao,modalidade,atividade,situacao_do_processo,sigla_orgao_processo,nome_orgao_processo,objeto,tipo_de_licitacao,numero_do_edital,total_proposto,total_homologado
"2022-05-17 10:39:47",00013/SETRAP/2022," ","Apurar e Emitir Resultado","Em andamento",SETRAP,"SECRETARIA DE ESTADO DO TRANSPORTE","OBRA DE PAVIMENTAÇÃO ASFÁLTICA EM VIAS MUNICÍPIO DE MACAPÁ/APRODOVIA LINHA AZUL","Menor Preco"," ",0,0
"2022-05-17 09:54:16",00005/IAPEN/2022," ","Criar Processo","Em andamento",IAPEN,"INSTITUTO DE ADMINISTRAÇÃO PENITENCIÁRIA DO ESTADO","Aquisição de Materiais de Construção e de Manutenção Predial.
","Menor Preco"," ",0,0
"2022-05-16 19:55:52",00010/SEJUSP/2022," ","Concluir com êxito",Concluído,SEJUSP,"SECRETARIA DE ESTADO DA JUSTIÇA E SEGURANÇA PÚBLICA","FORNECIMENTO DE GÁS LIQUEFEITO DE PETRÓLEO ACONDICIONADO EM BOTIJÃO DE 13KG (GÁS DE COZINHA), POR ADESÃO A ATA DE REGISTRO DE PREÇOS Nº 008/2021-MPEAP.","Menor Preco"," ",7687.8,7687.8
"2022-05-16 11:21:08",00030/SESA/2022," ","Apurar e Emitir Resultado","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","AQUISIÇÃO EMERGENCIAL DE MEDICAMENTOS
","Menor Preco"," ",0,0
"2022-05-16 10:53:13",00031/PGE/2022," ","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAL DE FISIOTERAPIA","Menor Preco",011/2023,2997217.38,1278476.6
"2022-05-16 09:45:45",00014/SEINF/2022," ","Apurar e Emitir Resultado","Em andamento",SEINF,"SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","REVITALIZAÇÃO DAS CALÇADAS NO ENTORNO DA ESCOLA ESTADUAL PROFESSOR LUCIMAR AMORAS DEL CASTILLO E ESCOLA ESTADUAL JOSÉ DE ANCHIETA","Menor Preco"," ",0,0
"2022-05-16 09:14:39",00009/SEJUSP/2022," ","Concluir com êxito",Concluído,SEJUSP,"SECRETARIA DE ESTADO DA JUSTIÇA E SEGURANÇA PÚBLICA","CONTRATAÇÃO DE SEGURO OBRIGATÓRIO DE RESPONSABILIDADE CIVIL DO EXPLORADOR OU TRANSPORTADOR AÉREO (RETA) PARA ATENDER AS AERONAVES DA COpAER/GTA/SEJUSP/AP.","Menor Preco"," ",6994.23,6994.23
"2022-05-13 17:42:08",00011/SEAD/2022,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEAD,"SECRETARIA DO ESTADO DA ADMINISTRAÇÃO","CONCURSO PÚBLICO PARA OS CARGOS DE AUDITOR E FISCAL DA RECEITA ESTADUAL DA SEFAZ.","Menor Preco"," ",0,0
"2022-05-13 12:42:38",00013/SEINF/2022,"TOMADA DE PREÇOS","Analisar Processo","Em andamento",SEINF,"SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA ELABORAÇÃO DE PROJETOS BÁSICOS E EXECUTIVOS DE ENGENHARIA, ARQUITETURA E URBANISMO PARA UM CONJUNTO HABITACIONAL, NO MUNICÍPIO DE SANTANA/AP,","Menor Preco"," ",0,0
"2022-05-13 12:24:21",00005/DGPC/2022,ADESÃO,"Concluir com êxito",Concluído,DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","AQUISIÇÃO DE COLETES DE PROTEÇÃO BALÍSTICA PARA POLÍCIA CIVIL DO AMAPÁ, POR INTERMÉDIO DE ADESÃO A ARPS JUNTO A SECRETARIA DE SEGURANÇA PÚBLICA E POLÍCIA MILITAR DO ESTADO DO PIAUÍ","Menor Preco"," ",685615.52,685615.52
"2022-05-12 10:14:26",00007/SEED/2022,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","LOCAÇÃO DE IMÓVEL-ALOJAMENTO DE PROFESSORES DA ESCOLA ESTADUAL BOM JESUS DO ARAGUARI(CUTIAS)
","Menor Preco"," ",117675,117675
"2022-05-12 09:11:56",00004/FCRIA/2022,"DISPENSA DE LICITAÇÃO LEI 14133/2021","Concluir com êxito",Concluído,FCRIA,"FUNDAÇÃO DA CRIANÇA E DO ADOLESCENTE","MANUTENÇÃO PREDIAL PREVENTIVA E CORRETIVA","Menor Preco"," ",1513078.39,1513063.19
"2022-05-12 08:23:07",00004/DIAGRO/2022,INEXIGIBILIDADE,"Apurar e Emitir Resultado","Em andamento",DIAGRO,"AGÊNCIA DE DEFESA E INSPEÇÃO AGROPECUÁRIA","CONTRATAÇÃO DE EMPRESA ESP. NO FORNEC.DE ASSINATURA DE FERRAMENTA DE PESQUISA E COMPARAÇÃO DE PREÇOS PRAT. NA ADM. PUBLICA","Menor Preco"," ",10865,0
"2022-05-11 16:33:37",00005/SEPM/2022,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEPM,"SECRETARIA EXTRAORDINÁRIA DE POLÍTICA PARA AS MULHERES","INSTALAÇÃO DE REDE FIBRA OPTICA DE INTERNET","Menor Preco"," ",17241.66,17241.66
"2022-05-11 13:49:13",00029/PGE/2022,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA, CORRETIVA E ATUALIZAÇÃO DE EQUIPAMENTOS APPLE. (PRODAP)","Menor Preco"," ",0,0
"2022-05-11 09:57:27",00028/PGE/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM GESTÃO DE ACESSO CENTRALIZADO PARA PROTEGER E CONTROLAR USO DE CREDENCIAIS INTERNAS E REMOTAS (PRODAP).","Menor Preco",140/2022,16589487.9,2927292.5
"2022-05-11 09:57:27",00028/PGE/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM GESTÃO DE ACESSO CENTRALIZADO PARA PROTEGER E CONTROLAR USO DE CREDENCIAIS INTERNAS E REMOTAS (PRODAP).","Menor Preco",053/2023,16589487.9,2927292.5
"2022-05-11 08:57:21",00029/SESA/2022,INEXIGIBILIDADE,"Apurar e Emitir Resultado","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","CONTRATAÇÃO DE SERVIÇO I CONGRESSO BRASILEIRO DE AUDITORIA E GESTÃO DE PRODUTOS PARA SAÚDE OPME-DI.","Menor Preco"," ",3000,0
"2022-05-10 18:22:43",00004/SEPM/2022,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEPM,"SECRETARIA EXTRAORDINÁRIA DE POLÍTICA PARA AS MULHERES","AQUISIÇÃO DE MATERIAL DE LIMPEZA","Menor Preco"," ",17363.5,12793.98
"2022-05-10 13:49:45",00027/PGE/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE SOLUÇÃO DE MONITORAÇÃO PARA OPERAÇÕES E CIBERSEGURANÇA, COMPOSTA DE HARDWARE E SOFTWARE DE SEGURANÇA, PARA REALIZAR ANÁLISES, APRENDIZADO DE MÁQUINA E DETECÇÕES DE EVENTOS DE SEGURANÇA A NÍVEL DE REDE E APLICAÇÕES NA CAMADA 7, E ANÁLISE DE DADOS PARA QUALIDADE OPERACIONAL(PRODAP)","Menor Preco",143/2022,92318773.1,32573582.18
"2022-05-10 12:00:01",00003/PRODAP/2022," ","Apurar e Emitir Resultado","Em andamento",PRODAP,"CENTRO DE GESTÃO DE TECNOLOGIA DA INFORMAÇÃO","Serviço de consultoria e capacitação de servidores através da Missão Virtual Estônia 2022.","Menor Preco"," ",0,0
"2022-05-10 11:39:53",00003/RURAP/2022,"PREGÃO ELETRÔNICO","Criar Processo","Em andamento",RURAP,"INSTITUTO DE  DESENVOLVIMENTO RURAL DO ESTADO DO AMAPÁ",cancelado,"Menor Preco"," ",0,0
"2022-05-10 09:23:48",00004/IAPEN/2022,"DISPENSA DE LICITAÇÃO","Analisar Processo","Em andamento",IAPEN,"INSTITUTO DE ADMINISTRAÇÃO PENITENCIÁRIA DO ESTADO","Aquisicao   de  colchoes,   conforme   especificacao,  para  uso   dos intemos e suprir a necessidade dos pavilhoes  de intemos e unidades  do IAPEN.","Menor Preco"," ",1125000,0
"2022-05-09 10:49:15",00007/PMAP/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PMAP,"POLÍCIA MILITAR DO ESTADO DO AMAPÁ","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE TELECOMUNICAÇÃO PARA A INTEGRAÇÃO DOS COMPLEXOS DO 1º, 6º e 14º BATALHÕES DA POLÍCIA MILITAR E UNIDADE DE POLICIAMENTO COMUNITÁRIO  MACAPABA, À REDE METROPOLITANA DO ESTADO DO AMAPÁ - METROAP","Menor Preco",095/2022,408601.54,204240
"2022-05-06 11:23:28",00002/SEPM/2022,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEPM,"SECRETARIA EXTRAORDINÁRIA DE POLÍTICA PARA AS MULHERES","AQUISIÇÃO DE GENEROS ALIMENTICIOS NÃO PERECIVEIS","Menor Preco"," ",17428.48,15203.5
"2022-05-05 09:40:04",00002/FREBOM/2022,ADESÃO,"Concluir com êxito",Concluído,FREBOM,"FUNDO DE REEQUIPAMENTO DO CORPO DE BOMBEIROS","Aquisição de equipamentos tipo Computadores Desktop e Monitores.","Menor Preco"," ",703720,703720
"2022-05-05 09:24:53",00006/SEED/2022,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","LOCAÇÃO DE IMÓVEL PARA ALOJAMENTO DE PROFESSORES DO SOME DA ESCOLA ESTADUAL JOÃO BRAZÃO DA SILVA
","Menor Preco"," ",117675,117675
"2022-05-04 10:09:16",00005/SEED/2022,"DISPENSA DE LICITAÇÃO","Apurar e Emitir Resultado","Em andamento",SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","Locação um imóvel para funcionamento provisório da Escola Estadual JÚLIA BRUNO, situada na Comunidade Ponta da Esperança, Distrito de Bailique, município de Macapá-AP.","Menor Preco"," ",57034.8,0
"2022-05-03 11:48:43",00028/SESA/2022,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE DESTINADOS A UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE PARA O HOSPITAL ESTADUAL DE LARANJAL DO JARI - HELJ.","Menor Preco"," ",870149.74,0
"2022-05-03 11:07:48",00021/FUNSEP/2022,INEXIGIBILIDADE,"Concluir com êxito",Concluído,FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","FORNECIMENTO DE LICENÇAS VITALÍCIAS DO SOFTWARE SCRIPTCASE E SUPORTE TÉCNICO VERSÃO OURO, OFERTADOS PELA NETMAKE SOLUÇÕES EM INFORMÁTICA LTDA, VISANDO ATENDER AS NECESSIDADES DO CORPO DE BOMBEIROS MILITAR DO AMAPÁ - CBMAP, COM RECURSOS DO FUNSEP, EIXO ENFRENTAMENTO À CRIMINALIDADE VIOLENTA  REPASSE 2020.","Menor Preco"," ",17152,17152
"2022-05-03 08:42:58",00004/SEED/2022,INEXIGIBILIDADE,"Concluir com êxito",Concluído,SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","PAGAMENTO DE CURSO DE PROCESSO ADMINISTRATIVO DISCIPLINAR (PAD) E SINDICÂNCIA À LUZ DA LEI Nº 8.112/90  BRASÍLIA/DF","Menor Preco"," ",35525,35525
"2022-05-02 11:18:56",00026/PGE/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE UNIFORMES OPERACIONAIS","Menor Preco",107/2022,2550000,1225800
"2022-05-01 17:24:39",00027/SESA/2022,INEXIGIBILIDADE,"Apurar e Emitir Resultado","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","CREDENCIAMENTO PARA CONTRATAÇÃO DE CASA DE APOIO LOCALIZADA NA CIDADE DE CURITIBA-PR, PARA ATENDER PACIENTES COM TRANSTORNOS PSIQUIÁTRICOS, DEFICIÊNCIA FÍSICA E/OU MENTAL DO SISTEMA ÚNICO DE SAUDE - SUS, EM TRATAMENTO FORA DO DOMICILIO - TFD.","Menor Preco"," ",0,0
"2022-04-29 10:43:10",00025/PGE/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","SERVIÇOS DE LOCAÇÃO, MONTAGEM E DESMONTAGEM DE ESTRUTURAS METÁLICAS TIPO TENDAS, PALCO, CAMAROTE, PÓRTICOS E AFINS","Menor Preco",0003/2023,296636943.96,45032295.86
"2022-04-28 07:31:46",00024/PGE/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE EXTINTORES","Menor Preco",080/2022,7355231.98,1350917.83
"2022-04-27 12:53:28",00020/FUNSEP/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","AQUISIÇÃO DE VEÍCULOS TIPO HATCH E UNIDADE MÓVEL (MICOONIBUS) À POLÍCIA CIVIL DO AMAPÁ ATRAVÉS DE APLICAÇÃO FINANCEIRA DE 2020 DO FUNSEP ","Menor Preco",072/2022,3942117.36,1886595.5
"2022-04-27 11:11:38",00026/SESA/2022,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","AQUISIÇÃO DE EQUIPAMENTOS E ACESSORIOS DE IMAGEM PARA UNIDADES INTERIORANAS SUBORDINADAS A SECRETÁRIA DE ESTADO DA SAÚDE.","Menor Preco"," ",11159327.86,0
"2022-04-27 10:57:49",00023/PGE/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAL DESCARTÁVEL EM GERAL","Menor Preco",101/2022,4535294.76,705220.78
"2022-04-27 10:01:12",00003/IAPEN/2022,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,IAPEN,"INSTITUTO DE ADMINISTRAÇÃO PENITENCIÁRIA DO ESTADO","01.Design de sobrancelha e embelezamento de cílios - 02.Design de sobrancelha com hena - 03. Depilador
","Menor Preco"," ",37200,37200
"2022-04-26 19:54:44",00004/SEDEL/2022,"DISPENSA DE LICITAÇÃO","Apurar e Emitir Resultado","Em andamento",SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","Contratação de empresa terceirizada para execução de serviços e aquisição de materiais esportivos.","Menor Preco"," ",0,0
"2022-04-26 19:40:57",00003/SEDEL/2022,"DISPENSA DE LICITAÇÃO","Apurar e Emitir Resultado","Em andamento",SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","Contratação de empresa terceirizada para execução de serviços e aquisição de materiais esportivos.","Menor Preco"," ",82259.02,0
"2022-04-26 19:33:29",00002/SEDEL/2022,"DISPENSA DE LICITAÇÃO","Analisar Processo","Em andamento",SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","Contratação de empresa terceirizada para execução de serviços e aquisição de materiais esportivos.","Menor Preco"," ",900394.51,0
"2022-04-26 12:01:31",00012/SEINF/2022,CONCORRÊNCIA,"Apurar e Emitir Resultado","Em andamento",SEINF,"SECRETARIA DE ESTADO DA INFRA-ESTRUTURA","CONSTRUÇÃO DA FEIRA DO AÇAI, NO BAIRRO SANTA INÊS, NO MUNICÍPIO DE MACAPÁ-AP","Menor Preco"," ",0,0
"2022-04-26 11:34:38",00025/SESA/2022,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","LOCAÇÃO DE BOMBA DE INFUSÃO DE NUTRIÇÃO PARENTERAL COM FORNECIMENTO DE EQUIPOS DE INFUSÃO PARENTERAL FOTOSSENSÍVEIS COMPATÍVEIS.","Menor Preco"," ",6916140,0
"2022-04-26 08:27:29",00003/SEED/2022,"DISPENSA DE LICITAÇÃO","Criar Processo","Em andamento",SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","CHAMADA PÚBLICA PARA CELEBRAÇÃO DE TERMO DE COLACABORAÇÃO PARA GERENCIAMENTO DE ESTAGIÁRIOS SUPERVISIONADO","Menor Preco"," ",0,0
"2022-04-25 13:32:29",00005/SIAC/2022,"DISPENSA DE LICITAÇÃO LEI 14133/2021","Apurar e Emitir Resultado","Em andamento",SIAC,"SISTEMA INTEGRADO DE ATENDIMENTO AO CIDADÃO ","Contratação direta de empresa especializada para prestação de serviço de link de internet dedicado de, no mínimo, 7mbs para atender as necessidades especificas da unidade SIAC de OIAPOQUE","Menor Preco"," ",23436,0
"2022-04-25 08:40:54",00012/SETRAP/2022,"PORT. 001/20 - ART 3º - GAB/CLC/PGE","Criar Processo","Em andamento",SETRAP,"SECRETARIA DE ESTADO DO TRANSPORTE","LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS DE RECICLAGEM DE PAVIMENTAÇÃO ASFÁLTICA","Menor Preco"," ",0,0
"2022-04-20 17:50:08",00022/PGE/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DO SERVIÇO DE RECARGA DE TONERS E CARTUCHOS","Menor Preco",096/2022,4824310.44,1456599.86
"2022-04-20 16:30:41",00021/PGE/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PARA EMISSÃO DO NOVO MODELO DE CÉDULA DE IDENTIDADE - POLITEC","Menor Preco",033/2023,15991548.46,4001507.02
"2022-04-20 16:30:41",00021/PGE/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PARA EMISSÃO DO NOVO MODELO DE CÉDULA DE IDENTIDADE - POLITEC","Menor Preco",063/2022,15991548.46,4001507.02
"2022-04-20 13:25:46",00018/FUNSEP/2022,INEXIGIBILIDADE,"Concluir com êxito",Concluído,FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","CONTRATAÇÃO DO CURSO DE PÓS GRADUAÇÃO FORENSE E SEGURANÇA DA INFORMAÇÃO, MINISTRADO PELO INSTITUTO DE PÓS GRADUAÇÃO & GRADUÇÃO LTDA (IPOG)","Menor Preco"," ",84900,84900
"2022-04-20 11:21:23",00001/SEPLAN/2022,INEXIGIBILIDADE,"Apurar e Emitir Resultado","Em andamento",SEPLAN,"SECRETARIA DE ESTADO DO PLANEJAMENTO","Prestação de serviços de instalação, implantação, migração de dados, configuração, parametrização, treinamento e cessão de Licença de Direito de Uso de uma solução tecnológica unificada de Gestão de Planejamento, Execução Orçamentária, Financeira, Patrimonial e Contábil que atenda às necessidades e especificidades do Governo do Estado do Amapá.","Menor Preco"," ",19317170,0
"2022-04-20 08:53:49",00003/DGPC/2022,ADESÃO,"Concluir com êxito",Concluído,DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","Contratação de renovação de licença, treinamento e suporte técnico para uso de software antivírus da marca Kaspersky fornecido pela empresa NETWORK SECURE SEGURANÇA DA INFORMAÇÃO LTDA por adesão a ARP nº 09A/2022-IFS.","Menor Preco"," ",80400,80400
"2022-04-19 17:36:02",00020/PGE/2022,"PREGÃO ELETRÔNICO","Fazer Licitação","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDICAMENTOS DO COMPONENTE ESPECIALIZADO DA ASSISTÊNCIA FARMACÊUTICA - CEAF - GRUPO 2 ","Menor Preco",005/2023,4913417.76,0
"2022-04-19 17:36:02",00020/PGE/2022,"PREGÃO ELETRÔNICO","Fazer Licitação","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDICAMENTOS DO COMPONENTE ESPECIALIZADO DA ASSISTÊNCIA FARMACÊUTICA - CEAF - GRUPO 2 ","Menor Preco",023/2023,4913417.76,0
"2022-04-19 14:22:00",00019/PGE/2022,INEXIGIBILIDADE,"Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE SERVIÇO DE PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO -DOU","Menor Preco"," ",47547.86,47547.86
"2022-04-19 13:00:35",00010/SEAD/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SEAD,"SECRETARIA DO ESTADO DA ADMINISTRAÇÃO","LICENÇAS SOFTWARE ADOBE INDESIGN","Menor Preco",121/2022,60593.36,30288
"2022-04-19 13:00:35",00010/SEAD/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SEAD,"SECRETARIA DO ESTADO DA ADMINISTRAÇÃO","LICENÇAS SOFTWARE ADOBE INDESIGN","Menor Preco",093/2022,60593.36,30288
"2022-04-19 09:38:27",00002/SEMA/2022,ADESÃO,"Concluir com êxito",Concluído,SEMA,"SECRETARIA DE ESTADO DO MEIO AMBIENTE","AQUISIÇÃO DE ÁGUA MINERAL","Menor Preco"," ",11621.4,11621.4
"2022-04-18 15:36:49",00018/PGE/2022,"PREGÃO ELETRÔNICO","Fazer Licitação","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MEDICAMENTOS ANTI-INFECCIOSOS","Menor Preco",059/2023,296360109.12,0
"2022-04-18 11:33:36",00005/DETRAN/2022,"DISPENSA DE LICITAÇÃO","Criar Processo","Em andamento",DETRAN,"DEPARTAMENTO ESTADUAL DE TRÂNSITO","COMPANHIA DE ELETRICIDADE DO AMAPÁ - CEA EQUATORIAL","Menor Preco"," ",0,0
"2022-04-18 10:35:12",00024/SESA/2022,"PREGÃO ELETRÔNICO","Criar Processo","Em andamento",SESA,"SECRETARIA DE ESTADO DA SAÚDE","AQUISIÇÃO DE EQUIPAMENTOS E MATERIAIS PERMANENTE PARA A COORDENAÇÃO ESTADUAL DE SAÚDE MENTAL, CAPS-AD, CAPSIII - CASA GENTILEZA, PSIQUIATRIA.","Menor Preco"," ",0,0
"2022-04-18 10:10:06",00002/IAPEN/2022,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",IAPEN,"INSTITUTO DE ADMINISTRAÇÃO PENITENCIÁRIA DO ESTADO"," Contratacao    de   empresa   especializada  para   prestacao   de   servicos   com   dedicacao exclusiva  de mao de obra, a serem executados  na Central de Altemativas Penais do Estado do Amapa ","Menor Preco",068/2023,2336971.04,0
"2022-04-18 09:54:18",00005/PMAP/2022,ADESÃO,"Concluir com êxito",Concluído,PMAP,"POLÍCIA MILITAR DO ESTADO DO AMAPÁ","CONTRATAÇÃO POR ADESÃO AO PREGÃO ELETRÔNICO Nº 015/2021 DA ATA DE REGISTRO DE PREÇO Nº040/2021  TJAP- AQUISIÇÃO DE NOBREAK DE 5 KVA, A FIM DE ATENDER À NECESSIDADE DA POLÍCIA MILITAR DO ESTADO DO AMAPÁ","Menor Preco"," ",44000,44000
"2022-04-15 10:26:57",00001/SEDEL/2022,"DISPENSA DE LICITAÇÃO","Analisar Processo","Em andamento",SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","Contratação de empresa terceirizada para execução de serviços na área de Recursos Humanos.","Menor Preco"," ",239000,0
"2022-04-14 15:20:50",00017/FUNSEP/2022,"PREGÃO ELETRÔNICO","Emitir Resultado","Em andamento",FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","AQUISIÇÃO DE INSTRUMENTOS E EQUIPAMENTOS DE USO ODONTOLÓGICO, VISANDO A ATENDER AS NECESSIDADES DOS ÓRGÃOS INTEGRANTES DO FUNDO ESTADUAL DE SEGURANÇA PÚBLICA  FUNSEP/AP E CORPO DE BOMBEIROS MILITAR DO AMAPÁ  CBM/AP","Menor Preco",087/2023,1386943.22,259031.35
"2022-04-14 15:20:50",00017/FUNSEP/2022,"PREGÃO ELETRÔNICO","Emitir Resultado","Em andamento",FUNSEP,"FUNDO ESTADUAL DE SEGURANÇA PÚBLICA","AQUISIÇÃO DE INSTRUMENTOS E EQUIPAMENTOS DE USO ODONTOLÓGICO, VISANDO A ATENDER AS NECESSIDADES DOS ÓRGÃOS INTEGRANTES DO FUNDO ESTADUAL DE SEGURANÇA PÚBLICA  FUNSEP/AP E CORPO DE BOMBEIROS MILITAR DO AMAPÁ  CBM/AP","Menor Preco",077/2022,1386943.22,259031.35
"2022-04-14 10:43:59",00004/SIAC/2022,"PREGÃO ELETRÔNICO","Realizar Dotação Orçamentária","Em andamento",SIAC,"SISTEMA INTEGRADO DE ATENDIMENTO AO CIDADÃO ","Aquisição de veículo tipo leve de passeio (hatch), visando atender as necessidades do Sistema Integrado de Atendimento ao Cidadão  SIAC/SuperFácil, conforme condições, especificações e quantitativos constantes no Termo de Referência","Menor Preco"," ",168653.32,0
"2022-04-12 11:36:55",00003/SIAC/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SIAC,"SISTEMA INTEGRADO DE ATENDIMENTO AO CIDADÃO ","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LOCAÇÃO DE SOFTWARE, TIPO SISTEMA DE GERENCIAMENTO DE ATENDIMENTO (SISTEMA DE SENHA), DESTINADO A ATENDER AS DEMANDAS DO SIAC/SUPERFÁCIL, COM MANUTENÇÃO PREVENTIVA, CORRETIVA, EQUIPAMENTOS, SUBSTITUIÇÃO DE PEÇAS, COMPONENTES E MATERIAIS UTILIZADOS NA MANUTENÇÃO","Menor Preco",115/2022,290191.92,97968
"2022-04-12 11:36:55",00003/SIAC/2022,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SIAC,"SISTEMA INTEGRADO DE ATENDIMENTO AO CIDADÃO ","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA LOCAÇÃO DE SOFTWARE, TIPO SISTEMA DE GERENCIAMENTO DE ATENDIMENTO (SISTEMA DE SENHA), DESTINADO A ATENDER AS DEMANDAS DO SIAC/SUPERFÁCIL, COM MANUTENÇÃO PREVENTIVA, CORRETIVA, EQUIPAMENTOS, SUBSTITUIÇÃO DE PEÇAS, COMPONENTES E MATERIAIS UTILIZADOS NA MANUTENÇÃO","Menor Preco",081/2022,290191.92,97968
