2022;SECRETARIA DE DESENVOLVIMENTO SOCIAL; CRIANçA E JUVENTUDE DE PERNAMBUCO;TC003/2022;2.099 SERVIÇO;;EM EXECUçãO;;10333399000186 - INSTITUTO ENSINAR DE DESENVOLVIMENTO SOCIAL-IEDES;2022/09/14 00:00:00.000;2023/03/13 00:00:00.000; 5129359.25;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;046/2020;2.099 SERVIÇO;;EM EXECUçãO;;10779833000156 - MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;2020/06/29 00:00:00.000;2020/09/28 00:00:00.000; 6300.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_046_898145.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;047/2020;2.099 SERVIÇO;;EM EXECUçãO;;35334424000177 - FORTMED COMERCIAL LTDA;2020/06/18 00:00:00.000;2020/09/16 00:00:00.000; 1875.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_047_898158.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;048/2020;2.099 SERVIÇO;;EM EXECUçãO;;8733534000139 - MSCJ COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS LTDA;2020/06/18 00:00:00.000;2020/09/15 00:00:00.000; 2000.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_048_898177.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;049/2020;2.099 SERVIÇO;;EM EXECUçãO;;16845010000168 - PBF INVESTIMENTOS E PARTICIPAÇÕES LTDA;2020/06/18 00:00:00.000;2020/09/16 00:00:00.000; 768000.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_049_898215.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;mai/20;2.099 SERVIÇO;;EM EXECUçãO;;30106569000105 - DIAGNÓSTICO EM CARDIOLOGIA LTDA EPP;2020/02/03 00:00:00.000;2021/02/02 00:00:00.000; 360000.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_05_894834.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;050/2020;2.099 SERVIÇO;;EM EXECUçãO;;10779833000156 - ROYAL COMERCIO ATACADISTA DE PRODUTOS DE LIMPEZA LTDA;2020/06/18 00:00:00.000;2020/09/15 00:00:00.000; 264000.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_050_898222.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;051/2020;2.099 SERVIÇO;;EM EXECUçãO;;35514416000102 - QUALIMMED - COMERCIO ATACADISTA DE MEDICAMENTOS E MATERIAIS HOSPITALARES LTDA;2020/06/18 00:00:00.000;2020/09/15 00:00:00.000; 1200000.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_051_898236.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;053/2020;2.099 SERVIÇO;;EM EXECUçãO;;7484373000124 - UNI HOSPITALAR LTDA.;2020/06/22 00:00:00.000;2020/09/22 00:00:00.000; 270930.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_053_897131.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;054/2020;2.099 SERVIÇO;;EM EXECUçãO;;44734671000151 - CRISTALIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA;2020/06/22 00:00:00.000;2020/09/22 00:00:00.000; 474000.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_054_897161.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;055/2020;2.099 SERVIÇO;;EM EXECUçãO;;10779833000156 - MEDICAL MERCANTIL DE APARELHAGEM MÉDICA LTDA;2020/06/23 00:00:00.000;2020/09/20 00:00:00.000; 33402.7;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_055_898259.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;jun/20;2.099 SERVIÇO;;EM EXECUçãO;;191027000109 - FACILIT TECNOLOGIA LTDA - EPP;2020/03/18 00:00:00.000;2021/03/15 00:00:00.000; 6000.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_06_901757.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;060/2020;2.099 SERVIÇO;;EM EXECUçãO;;26185580000122 - VAD MEDICAL COMERCIO LTDA;2020/07/01 00:00:00.000;2020/10/30 00:00:00.000; 12380.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_060_903886.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;061/2020;2.099 SERVIÇO;;EM EXECUçãO;;20008831000117 - VIVA DISTRIBUIDORA DE PRODUTOS EIRELI - ME;2020/07/01 00:00:00.000;2020/10/28 00:00:00.000; 3750.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_061_903888.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;066/2020;2.099 SERVIÇO;;EM EXECUçãO;;8955615000183 - ATUAL COMERCIO E REPRESENTAÇÕES DE PRODUTOS MEDICOS LTDA;2020/07/13 00:00:00.000;2020/10/12 00:00:00.000; 25200.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_066_902186.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;068/2020;2.099 SERVIÇO;;EM EXECUçãO;;28604035000159 - VINICIUS NONATO DA SILVA;2020/07/21 00:00:00.000;2020/10/18 00:00:00.000; 166600.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_068_903020.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;069/2020;2.099 SERVIÇO;;EM EXECUçãO;;44734671000151 - CRISTÁLIA PROD. QUÍM. FARMACÊUTICOS LTDA;2020/07/29 00:00:00.000;2020/12/31 00:00:00.000; 129000.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_069_906640.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;070/2020;2.099 SERVIÇO;;EM EXECUçãO;;9137934000225 - NORDICA DISTRIBUIDORA HOSPITALAR LTDA;2020/07/29 00:00:00.000;2020/12/31 00:00:00.000; 17850.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_070_906646.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;075/2020;2.099 SERVIÇO;;EM EXECUçãO;;1687725000162 - CENTRO ESPECIALIZADO EM NUTRIÇÃO ENTERAL E PARENTAL - CENEP LTDA EPP;2020/08/29 00:00:00.000;2020/12/31 00:00:00.000; 7448.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_075_916721.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;084/2020;2.099 SERVIÇO;;EM EXECUçãO;;44734671000151 - CRISTÁLIA PROD. QUÍM. FARMACÊUTICOS LTDA;2020/08/31 00:00:00.000;2020/12/31 00:00:00.000; 23500.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_084_916743.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;085/2020;2.099 SERVIÇO;;EM EXECUçãO;;9607807000161 - INJEFARMA CAVALCANTI E SILVA DISTRIBUIDORA LTDA EPP;2020/08/31 00:00:00.000;2020/12/31 00:00:00.000; 16000.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_085_916753.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;089/2020;2.099 SERVIÇO;;EM EXECUçãO;;44734671000151 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;2020/10/15 00:00:00.000;2020/12/31 00:00:00.000; 623095.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_089_927868.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;090/2020;2.099 SERVIÇO;;EM EXECUçãO;;8674752000140 - CIRúRGICA MONTEBELLO LTDA;2020/10/15 00:00:00.000;2020/12/31 00:00:00.000; 29340.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_090_927886.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;091/2020;2.099 SERVIÇO;;EM EXECUçãO;;60665981000975 - UNIÃO QUIMICA FARMACEUTICA NACIONAL S A;2020/10/15 00:00:00.000;2020/12/31 00:00:00.000; 6990.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_091_927888.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;092/2020;2.099 SERVIÇO;;EM EXECUçãO;;1722296000117 - PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTICOS LTDA;2020/10/15 00:00:00.000;2020/12/31 00:00:00.000; 597708.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_092_927891.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;094/2020;2.099 SERVIÇO;;EM EXECUçãO;;49324221002077 - FRESENIUS KABI BRASIL LTDA;2020/10/15 00:00:00.000;2020/12/31 00:00:00.000; 233520.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_094_927909.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;095/2020;2.099 SERVIÇO;;EM EXECUçãO;;35067853000125 - TECHPHARMA HOSPITALAR COMERCIO, IMPORTACAO E EXPORTACAO EIRELI;2020/10/15 00:00:00.000;2020/12/31 00:00:00.000; 20806.1;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_095_927910.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;097/2020;2.099 SERVIÇO;;EM EXECUçãO;;23994837000107 - I N BEZERRA PAULINO EIRELI;2020/10/02 00:00:00.000;2020/12/31 00:00:00.000; 49000.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_097_923931.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;098/2020;2.099 SERVIÇO;;EM EXECUçãO;;10978106000118 - CIRURGICA FAMED DISTRIBUIDORA DE PRODUTOS HOSPITALARES EIRELI;2020/09/19 00:00:00.000;2020/12/31 00:00:00.000; 29008.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_098_920229.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;099/2020;2.099 SERVIÇO;;EM EXECUçãO;;92219233472 - CIRURGICA MONTEBELLO LTDA;2020/09/19 00:00:00.000;2020/12/31 00:00:00.000; 37540.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_099_920231.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;out/20;2.099 SERVIÇO;;EM EXECUçãO;;22940455000120 - MOURA E MELO COMÉRCIO E SERVIÇOS LTDA;2020/04/17 00:00:00.000;2021/04/14 00:00:00.000; 96850.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_10_898262.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;118/2020;2.099 SERVIÇO;;EM EXECUçãO;;26773826000187 - URO SURGERY REPRESENTACAO DE PRODUTOS MEDICOS E HOSPITALARES LTDA;2020/11/20 00:00:00.000;2021/11/19 00:00:00.000; 65430.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_118_937080.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;126/2020;2.099 SERVIÇO;;EM EXECUçãO;;35343136000189 - EMBRAESTER - EMPRESA BRASILEIRA DE ESTERILIZAçãO LTDA;2020/12/01 00:00:00.000;2021/12/01 00:00:00.000; 225348.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_126_939553.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;134/2020;2.099 SERVIÇO;;EM EXECUçãO;;10779833000156 - MEDICAL MERCANTIL DE APARELHAGEM MEDICA LTDA;2020/12/30 00:00:00.000;2021/12/30 00:00:00.000; 14903.0;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_134_945665.pdf;
2020;INSTITUTO DE RECURSOS HUMANOS DO ESTADO DE PERNAMBUCO;135/2020;2.099 SERVIÇO;;EM EXECUçãO;;3325436000149 - MARANATA PRESTADORA DE SERVIÇOS E CONSTRUÇÕES;2020/12/30 00:00:00.000;2021/12/29 00:00:00.000; 592630.48;http://web.transparencia.pe.gov.br/contratos/864/LICON_Contrato_864_2020_135_944247.pdf;
2020;LABORATóRIO CENTRAL DE SAúDE PúBLICA DR. MILTON BEZERRA SOBRAL;008/2020;2.099 SERVIÇO;;EM EXECUçãO;;126621000116 - TRANS SERVI TRANSPORTES E SERVIÇOS;2020/09/28 00:00:00.000;2021/09/27 00:00:00.000; 35000.0;http://web.transparencia.pe.gov.br/contratos/913/LICON_Contrato_913_2020_008_921787.pdf;
2020;LABORATóRIO FARMACêUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A;058/2020;2.099 SERVIÇO;;EM EXECUçãO;50/2020;19802583000100 - ENGCOM SERVICOS TECNICOS - JAIRO FERREIRA DO NASCIMENTO FILHO EIRELI ME;2020/11/11 00:00:00.000;2021/03/11 00:00:00.000; 32900.0;http://web.transparencia.pe.gov.br/contratos/806/LICON_Contrato_806_2020_058_937575.pdf;
2020;PERNAMBUCO PARTICIPAçõES E INVESTIMENTOS S/A;004/2020;2.099 SERVIÇO;;EM EXECUçãO;55/2019;8380889000191 - ATLÂNTICO TRANSPORTES LTDA;2020/02/19 00:00:00.000;2021/02/18 00:00:00.000; 12559.68;http://web.transparencia.pe.gov.br/contratos/808/LICON_Termo_Aditivo_808_2020_004_1069488.pdf ;
2020;PERNAMBUCO PARTICIPAçõES E INVESTIMENTOS S/A;034/2020;2.099 SERVIÇO;;EM EXECUçãO;fev/20;8821132000196 - PETRAL SERVIÇOS TECNICOS LTDA;2020/10/14 00:00:00.000;2021/10/13 00:00:00.000; 134100.0;http://web.transparencia.pe.gov.br/contratos/808/LICON_Contrato_808_2020_034_928857.pdf;
2020;PERNAMBUCO PARTICIPAçõES E INVESTIMENTOS S/A;035/2020;2.099 SERVIÇO;;EM EXECUçãO;jun/20;23148392000136 - PLONUS SOLUçõES EM ENGENHARIA E MEIO AMBIENTE LTDA;2020/10/14 00:00:00.000;2021/10/13 00:00:00.000; 385497.5;http://web.transparencia.pe.gov.br/contratos/808/LICON_Contrato_808_2020_035_928910.pdf;
2020;PERNAMBUCO PARTICIPAçõES E INVESTIMENTOS S/A;043/2020;2.099 SERVIÇO;;EM EXECUçãO;44/2020;10548532000111 - ASSOCIAÇÃO DAS EMPRESAS DE TRANSPORTES DE PASSAGEIROS DO MUNICÍPIO DE CARUARU;2021/01/01 00:00:00.000;2021/12/31 00:00:00.000; 33105.6;http://web.transparencia.pe.gov.br/contratos/808/LICON_Contrato_808_2020_043_940566.pdf ;
2020;PERNAMBUCO PARTICIPAçõES E INVESTIMENTOS S/A;044/2020;2.099 SERVIÇO;;EM EXECUçãO;38/2020;4225216000106 - DINAMERICA SERVICOS GERAIS EIRELI;2020/12/21 00:00:00.000;2021/12/20 00:00:00.000; 252897.45;http://web.transparencia.pe.gov.br/contratos/808/LICON_Contrato_808_2020_044_940501.pdf ;
2020;PORTO DO RECIFE S.A.;001/2020;2.099 SERVIÇO;;EM EXECUçãO;;23702291000165 - AZ GESTÃO DE SERVIÇOS EIRELLI;2020/01/17 00:00:00.000;2020/04/16 00:00:00.000; 24000.0;http://web.transparencia.pe.gov.br/contratos/809/LICON_Contrato_809_2020_001_908193.pdf ;
2020;PORTO DO RECIFE S.A.;018/2020;2.099 SERVIÇO;;EM EXECUçãO;;31250137000128 - HIDROTOPO CONSULTORIA E PROJETOS LTDA.;2020/05/18 00:00:00.000;2020/06/17 00:00:00.000; 60000.0;http://web.transparencia.pe.gov.br/contratos/809/LICON_Contrato_809_2020_018_905332.pdf;
2020;PROCURADORIA GERAL DO ESTADO DE PERNAMBUCO;045/2020;2.099 SERVIÇO;;EM EXECUçãO;mai/20;17077669000184 - DIEFOR COMERCIAL EIRELI EPP;2020/09/01 00:00:00.000;2020/12/29 00:00:00.000; 35712.82;http://web.transparencia.pe.gov.br/contratos/987/LICON_Contrato_987_2020_045_957204.pdf;
2020;PROCURADORIA GERAL DO ESTADO DE PERNAMBUCO;054/2020;2.099 SERVIÇO;;EM EXECUçãO;jun/20;14670561000102 - ACTUS EMPREENDIMENTOS EIRELLI EPP;2020/12/17 00:00:00.000;2021/06/15 00:00:00.000; 61998.3;http://web.transparencia.pe.gov.br/contratos/987/LICON_Termo_Aditivo_987_2020_054_1000149.pdf ;
2020;PROCURADORIA GERAL DO ESTADO DE PERNAMBUCO;065/2020;2.099 SERVIÇO;;EM EXECUçãO;23/2020;34028316000103 - EMPRESA BRASILEIRA DE CORREIOS E TELÉGRAFOS-ECT;2020/12/18 00:00:00.000;2021/12/17 00:00:00.000; 99380.0;http://web.transparencia.pe.gov.br/contratos/987/LICON_Contrato_987_2020_065_954674.pdf ;
2020;PROCURADORIA GERAL DO ESTADO DE PERNAMBUCO;set/20;2.099 SERVIÇO;;EM EXECUçãO;jun/19;11965175000150 - LC ARAÚJO ELETRO ELETRÔNICA INDUSTRIAL  E COMÉRCIO LTDA-ME;2020/04/01 00:00:00.000;2021/03/31 00:00:00.000; 44799.84;http://web.transparencia.pe.gov.br/contratos/987/LICON_Contrato_987_2020_09_938661.pdf ;
2020;PROJETO DE APOIO À MODERNIZAçãO E À TRANSPARêNCIA DA GESTãO FISCAL DO ESTADO DE PERNAMBUCO;fev/20;2.099 SERVIÇO;;EM EXECUçãO;;9480880000115 - BRASLUSO TURISMO LTDA - EPP;2020/01/02 00:00:00.000;2021/01/01 00:00:00.000; 125000.0;http://web.transparencia.pe.gov.br/contratos/1413/LICON_Contrato_1413_2020_02_968478.pdf;
2020;PROJETO DE APOIO À MODERNIZAçãO E À TRANSPARêNCIA DA GESTãO FISCAL DO ESTADO DE PERNAMBUCO;020/2020;2.099 SERVIÇO;;EM EXECUçãO;;1771935000134 - INGRAM MICRO BRASIL LTDA;2020/11/18 00:00:00.000;2021/11/17 00:00:00.000; 1141962.0;http://web.transparencia.pe.gov.br/contratos/1413/LICON_Termo_Aditivo_1413_2020_020_1034813.pdf ;
2020;PROJETO DE APOIO À MODERNIZAçãO E À TRANSPARêNCIA DA GESTãO FISCAL DO ESTADO DE PERNAMBUCO;025/2020;2.099 SERVIÇO;;EM EXECUçãO;;3535902000110 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA;2020/12/01 00:00:00.000;2025/11/30 00:00:00.000; 1704000.0;http://web.transparencia.pe.gov.br/contratos/1413/LICON_Contrato_1413_2020_025_968237.pdf;
2020;PROJETO DE APOIO À MODERNIZAçãO E À TRANSPARêNCIA DA GESTãO FISCAL DO ESTADO DE PERNAMBUCO;mar/20;2.099 SERVIÇO;;EM EXECUçãO;;191027000109 - FACILIT TECNOLOGIA LTDA - EPP;2020/01/02 00:00:00.000;2021/01/01 00:00:00.000; 649200.0;http://web.transparencia.pe.gov.br/contratos/1413/LICON_Termo_Aditivo_1413_2020_03_1015410.pdf ;
2020;PROJETO DE APOIO À MODERNIZAçãO E À TRANSPARêNCIA DA GESTãO FISCAL DO ESTADO DE PERNAMBUCO;abr/20;2.099 SERVIÇO;;EM EXECUçãO;;57142978000105 - BRASOFTWARE INFORMATICA LTDA;2020/01/27 00:00:00.000;2023/01/26 00:00:00.000; 278712.0;http://web.transparencia.pe.gov.br/contratos/1413/LICON_Contrato_1413_2020_04_968453.pdf;
2020;PROJETO DE APOIO À MODERNIZAçãO E À TRANSPARêNCIA DA GESTãO FISCAL DO ESTADO DE PERNAMBUCO;16/2020;2.099 SERVIÇO;;EM EXECUçãO;set/20;501070000123 - CENTRO DE EXCELÊNCIA EM TECNOLOGIA DE SOFT DO RECIFE;2020/08/13 00:00:00.000;2021/02/12 00:00:00.000; 2600.0;http://web.transparencia.pe.gov.br/contratos/1413/LICON_Contrato_1413_2020_16_968345.pdf;
2020;PROJETO DE APOIO À MODERNIZAçãO E À TRANSPARêNCIA DA GESTãO FISCAL DO ESTADO DE PERNAMBUCO;17/2020;2.099 SERVIÇO;;EM EXECUçãO;;7880897000134 - SUPORTE INFORMÁTICA SOLUÇÕES LTDA;2020/09/17 00:00:00.000;2021/09/16 00:00:00.000; 193508.27;http://web.transparencia.pe.gov.br/contratos/1413/LICON_Contrato_1413_2020_17_968342.pdf;
2020;PROJETO DE APOIO À MODERNIZAçãO E À TRANSPARêNCIA DA GESTãO FISCAL DO ESTADO DE PERNAMBUCO;19/2020;2.099 SERVIÇO;;EM EXECUçãO;17/2020;10921252000298 - COMPANHIA EDITORA DE PERNAMBUCO - CEPE;2020/12/16 00:00:00.000;2022/12/15 00:00:00.000; 312029.76;http://web.transparencia.pe.gov.br/contratos/1413/LICON_Contrato_1413_2020_19_968335.pdf;
2020;PROJETO DE APOIO À MODERNIZAçãO E À TRANSPARêNCIA DA GESTãO FISCAL DO ESTADO DE PERNAMBUCO;23/2020;2.099 SERVIÇO;;EM EXECUçãO;;3535902000110 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA;2020/11/04 00:00:00.000;2021/11/03 00:00:00.000; 61523.5;http://web.transparencia.pe.gov.br/contratos/1413/LICON_Contrato_1413_2020_23_968284.pdf;
2020;PRONTO-SOCORRO CARDIOLóGICO UNIVERSITáRIO DE PERNAMBUCO PROF. LUIZ TAVARES;034/2020;2.099 SERVIÇO;;EM EXECUçãO;22/2020;1610517001137 - INGERSOLL-RAND INDUSTRIA, COMERCIO E SERVICOS DE AR CONDICIONADO, AR COMPRIMIDO E REFRIGERACAO LTDA;2020/02/18 00:00:00.000;2020/08/17 00:00:00.000; 301399.98;http://web.transparencia.pe.gov.br/contratos/846/LICON_Contrato_846_2020_034_954487.pdf;
2020;PRONTO-SOCORRO CARDIOLóGICO UNIVERSITáRIO DE PERNAMBUCO PROF. LUIZ TAVARES;108/2020;2.099 SERVIÇO;;EM EXECUçãO;119/2020;986973000141 - TALENTO CONFECCOES LTDA;2020/04/15 00:00:00.000;2020/07/14 00:00:00.000; 9000.0;http://web.transparencia.pe.gov.br/contratos/846/LICON_Contrato_846_2020_108_954891.pdf;
2020;PRONTO-SOCORRO CARDIOLóGICO UNIVERSITáRIO DE PERNAMBUCO PROF. LUIZ TAVARES;120/2020;2.099 SERVIÇO;;EM EXECUçãO;48/2020;24581586000193 - PLASTBOX DECOR LTDA EPP;2020/04/29 00:00:00.000;2021/04/28 00:00:00.000; 12589.99;http://web.transparencia.pe.gov.br/contratos/846/LICON_Contrato_846_2020_120_894664.pdf;
2020;PRONTO-SOCORRO CARDIOLóGICO UNIVERSITáRIO DE PERNAMBUCO PROF. LUIZ TAVARES;283/2020;2.099 SERVIÇO;;EM EXECUçãO;249/2020;8100057000174 - TECNOGERA - LOCACAO E TRANSFORMACAO DE ENERGIA LTDA;2020/09/15 00:00:00.000;2021/09/14 00:00:00.000; 210000.0;http://web.transparencia.pe.gov.br/contratos/846/LICON_Termo_Aditivo_846_2020_283_1051006.pdf ;
2020;PRONTO-SOCORRO CARDIOLóGICO UNIVERSITáRIO DE PERNAMBUCO PROF. LUIZ TAVARES;378/2020;2.099 SERVIÇO;;EM EXECUçãO;283/2020;1568077000206 - STERICYCLE GESTÃO AMBIENTAL LTDA.;2020/11/01 00:00:00.000;2021/10/31 00:00:00.000; 399675.0;http://web.transparencia.pe.gov.br/contratos/846/LICON_Contrato_846_2020_378_963508.pdf;
2020;SECRETARIA EXECUTIVA DE RECURSOS HíDRICOS DE PERNAMBUCO;022/2020;2.099 SERVIÇO;;FIM DE VIGêNCIA;;40610677000166 - GEOTECHNIQUE CONSULTORIA E ENGENHARIA LTDA.;2020/12/28 00:00:00.000;2021/07/16 00:00:00.000; 465059.1;http://web.transparencia.pe.gov.br/contratos/1558/LICON_Contrato_1558_2020_022_955813.pdf ;
2020;SECRETARIA DA CONTROLADORIA GERAL DO ESTADO DE PERNAMBUCO;001/2020;2.099 SERVIÇO;;EM EXECUçãO;;10921252000298 - COMPANHIA EDITORA DE PERNAMBUCO - CEPE;2020/01/01 00:00:00.000;2020/12/31 00:00:00.000; 51397.7;http://web.transparencia.pe.gov.br/contratos/1262/LICON_Contrato_1262_2020_001_857959.pdf ;
2020;SECRETARIA DA CONTROLADORIA GERAL DO ESTADO DE PERNAMBUCO;003/2020;2.099 SERVIÇO;;EM EXECUçãO;jul/20;4225216000106 - DINAMERICA SERVICOS GERAIS EIRELI;2020/05/15 00:00:00.000;2021/05/14 00:00:00.000; 230199.98;http://web.transparencia.pe.gov.br/contratos/1262/LICON_Contrato_1262_2020_003_890122.pdf ;
2020;SECRETARIA DA CONTROLADORIA GERAL DO ESTADO DE PERNAMBUCO;004/2020;2.099 SERVIÇO;;EM EXECUçãO;;11457039000159 - GESTÃO DE TERCEIRIZAÇÃO EM SERVIÇOS SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA EIRELI - ME;2020/07/01 00:00:00.000;2021/06/30 00:00:00.000; 130500.0;http://web.transparencia.pe.gov.br/contratos/1262/LICON_Contrato_1262_2020_004_903097.pdf ;
2020;SECRETARIA DA CONTROLADORIA GERAL DO ESTADO DE PERNAMBUCO;006/2020;2.099 SERVIÇO;;EM EXECUçãO;;3004542000120 - LOURENÇO DA SILVA TURISMO VIAGENS E LAZER EIRELI;2020/11/05 00:00:00.000;2021/11/05 00:00:00.000; 68642.93;http://web.transparencia.pe.gov.br/contratos/1262/LICON_Contrato_1262_2020_006_959401.pdf;
2020;SECRETARIA DA FAZENDA DE PERNAMBUCO;017/2020;2.099 SERVIÇO;;EM EXECUçãO;jul/20;3020839000180 - PARANA SOLUCOES LOGISTICAS E TRANSPORTES LTDA;2020/05/01 00:00:00.000;2021/04/30 00:00:00.000; 120545.0;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2020_017_908183.pdf ;
2020;SECRETARIA DA FAZENDA DE PERNAMBUCO;023/2020;2.099 SERVIÇO;;EM EXECUçãO;19/2020;10541677000190 - ANDRé A DOS SANTOS CHAVES E IMPRESSOS - ME;2020/06/09 00:00:00.000;2021/06/08 00:00:00.000; 40536.0;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2020_023_907946.pdf;
